symbol	TCGA.D8.A3Z6.01A	TCGA.EW.A1OY.01A	TCGA.EW.A1P3.01A	TCGA.EW.A2FR.01A	TCGA.GM.A2DA.01A
CAST	7.5757217140363	6.69332631466157	7.40080162830717	8.67601966362389	7.27628147797087
CASP1	5.21706504433556	3.46216032318754	4.59300839035845	4.03314390502983	4.40176623076665
AKNA	4.1528239634745	3.74224053811531	3.88194076946781	4.93413150787591	5.39376517880925
NFKBIZ	11.0588783001861	3.81437151712423	8.21029450248546	6.16016046138845	8.4718218694251
FCRLA	2.81513524054809	2.94061117365022	3.11566753283923	3.25348127908675	4.20230776971928
ODC1	7.74806696771566	9.62530791232652	8.58517671503913	9.30411149979859	8.73402353848374
CAV2	4.47295651195595	3.43982300773533	5.14706141260841	7.03001842916065	6.49127396601792
PRSS23	7.5965842122433	6.64455113377276	9.0368621892713	9.50402559033897	5.82320396439882
GPRC5A	5.53100056731267	4.8874636927892	4.01421899751531	4.83169790337567	4.96626360393533
TEAD4	5.31756704539668	4.70072153877134	5.79875248540039	5.85226441726736	5.85741327901742
MAP7	5.74385190880487	4.30468501589887	5.11052235939118	4.992685016973	5.00817763699231
CBFA2T3	5.32572115344077	2.04476236082424	3.43413218791109	3.95884415914924	4.71916801400216
RUNX3	4.09815568844623	2.92371102224988	2.70503037115962	3.90621959112523	4.7077843344044
PAPSS2	2.76223642498963	4.8141220947886	7.25251046498834	6.02454170967466	2.9865933711853
SERPINH1	7.41940751822495	5.91812799576673	6.66750934325092	9.75028952080932	7.48079913468167
CXCL2	2.56769169673673	3.02878077980781	4.14624605070321	3.26712961999761	6.49779260066151
CXCL1	2.3017814023375	2.49514987677062	2.93750605839665	2.35009679003078	3.53465196495435
CBR1	5.98937832951055	8.35670764656795	6.36251420462194	6.03719307773291	6.34811217045326
NR2F2	7.7640030022422	5.28233018173464	8.78056720620681	5.1055226298448	7.79946689312574
CLDN1	3.24252589786492	3.1677879179614	3.97214877631959	4.7954054582703	3.08875459861113
GSN	6.32580052324061	3.51800567370288	5.52803883735023	7.54896435294417	6.39973765384049
TBC1D8	6.03686289740571	6.14719988411378	4.6525928572206	5.30299673110316	5.41641289788225
TGFBI	4.89852017037581	5.54658451581335	4.72826993219483	7.87563855650739	5.41290986821897
TGIF1	6.50349536794421	6.0371431520776	8.02316322165125	7.39154082765739	8.19706779975613
SLC22A18	6.7782116024515	6.2854670972512	8.00255315950922	5.85360774151467	5.92445243051477
COL18A1	7.36679013157783	3.93302359061977	5.30760924089828	7.02436006386693	5.56919672864158
CORO1A	4.79698067435392	3.95150684058474	4.7297879595545	7.37831254103589	6.71325172593163
THBS1	5.70043599192973	4.72552456364643	4.65129354803526	7.27221983776404	5.04107124105321
THBS2	4.41414135355951	3.68146478671697	3.5749798273459	7.60114674269947	4.72802456555068
CD3D	1.60745202253157	2.27142455240878	2.62139140252598	3.61125291823892	5.56282269097732
SH3PXD2B	5.74724054017209	4.98868625945319	5.22719542454041	8.34214313196858	5.71206124113758
FSTL1	5.65044688978462	4.08211110239035	5.40595982973028	8.45036547100941	6.23856139222039
CD9	9.43676321940561	8.26887450813932	8.53633466251395	9.79632702334403	7.71988995762277
P2RX5	3.28061210783753	6.5334359933606	3.29944019652286	3.60185093108699	4.87255763106527
SLC16A3	4.05358772667133	6.08308320551846	3.43881196249208	6.263990084026	3.2144685785459
PDLIM1	9.64806397609883	7.20142167998643	6.83281406607139	6.88495420611196	7.96630248501029
TIMP2	7.59232331748013	6.87354911354207	7.13033628617143	11.3911333051283	7.71657756359474
TIMP3	4.68559828437832	5.98897101690533	4.70126879321913	9.44793117018385	6.15268639199309
TJP1	5.98357198393527	5.32670224634877	6.12846200974664	7.11270518150925	5.59172072846348
MAP4K1	2.65864910970623	2.90020608541142	3.76254337518227	3.25960708391548	4.96571997901586
GYPC	4.90712835900447	4.21258197958834	6.11956468689133	7.35639161193108	7.2970402800959
PKP3	4.2484785753356	4.2965440056102	3.91746615431329	3.51624554726868	3.07512238588166
QPRT	8.11107998273167	6.34861184811653	7.24397289166765	9.02556071520558	5.80054066791003
LRP11	5.23633636676469	7.06363066319143	5.28867259663949	6.93404919636851	5.25618474276157
SCARB2	7.96582729360254	7.88971873098561	7.24436358005378	9.24041280665131	7.45255528830423
SERPINE1	3.21929057698502	3.59974298858932	5.28634607644628	6.60925328438794	5.48741446417779
ERRFI1	5.0431756098078	5.16656755191522	7.36279918933143	7.51560516635239	4.94397670119873
CD44	6.251035267889	6.49368531189081	5.7883052210618	6.74683181025266	4.88049370694433
TSPAN6	3.80004767313135	5.29153473099668	4.901419688204	6.19761380354951	4.13289308027202
CD48	2.10954600952296	3.38134557856122	4.61715027401191	3.94645812611087	6.73729462579621
CD53	3.71997531389573	4.09208208435736	4.24122106297213	5.79015895316943	5.83055780484765
TSPAN8	5.04984071408581	2.54239126583005	2.54669967041649	6.91962740374391	2.83152812725058
ANXA10	2.87505281911992	2.87505281911992	2.87505281911992	2.87505281911992	2.87505281911992
SERPINB2	2.82215187548967	2.70513419984946	2.74120873713861	2.55897364916041	2.59599284686728
CD59	7.47428485964469	7.85752574946959	8.29771516999273	8.62809805925036	7.75510072604846
CD70	4.36475534104823	3.54271209622085	4.59055681815917	7.01615772617837	6.57915537357762
CD72	2.78443197136033	2.09046018181364	2.07074329314684	3.09433316525983	3.06453198126759
CD74	5.23551456471264	5.34673959363968	5.38212844909074	5.24340225125384	6.67562749161306
PAM	6.23914148081908	6.90193765647652	5.16253841079121	8.74065549456583	6.9758172904636
CD151	9.30082885576459	7.03055416246414	7.72195171109175	7.36534580673299	7.38266101496365
AVPI1	4.50340208882688	4.27854718905185	5.15974369000325	4.89426695026031	4.29555408735128
PAWR	6.48867048014195	4.90943673264609	5.63562654428639	7.90522543282715	6.66301428647855
CDA	3.67795490657847	2.98396650640201	3.63542343780702	2.94867750952812	3.63835899674389
SEMA3A	3.61741054069633	3.72934587175481	3.7476018647065	5.81850076232408	3.91631262790529
TNFAIP3	4.3753282946848	3.70283702755991	5.24921809532033	5.59528042802163	7.67018156118747
PRR15	5.04437396852519	4.00961190446283	5.29943915595579	4.76075087158688	4.97545088828203
CDC25A	4.22073554430887	5.60139419423525	5.14819087023286	4.9819054405744	4.87401061769128
AJUBA	5.06098220276581	5.4945685776943	5.80088715352749	6.07646445365783	3.83081712490554
TNNT1	6.51021683172131	8.93851861396617	9.45179117317675	7.93130991215563	3.4105455607148
PCBD1	7.7636595162302	8.16768964547547	7.92865613698344	6.826316855425	7.53484896578364
ARHGAP45	4.55771011101273	3.65078784367467	4.62609470161129	3.41086764208561	5.06456715932775
CDH1	1.52996710464911	6.09625890410904	4.00999584920682	6.19626954666529	3.4632114782393
CDH3	3.65016999235561	4.12766762067371	3.85810284125137	4.54519130607127	2.65951835907139
PCDH9	3.52067426845654	3.68032412096105	3.8996255754869	5.00558248313879	4.2995395378811
AGRN	8.53604247808696	6.25663950510033	7.55757812857673	7.42320457490035	6.58307301904292
HCLS1	3.28433130617537	3.58210888406296	3.5810556725338	4.73031046443813	4.49504251543437
CDH13	4.83725845620244	2.77173737474812	3.42569895981562	5.49389909903521	3.03036694593657
TPBG	8.82839094001968	6.94160536983109	7.90361381649801	7.01407756560953	6.92969522779939
FILIP1L	3.11591484120676	2.79279835871001	5.10495662831475	7.10868366882093	4.05469460569953
CFH	3.72388952300599	3.26091177528135	3.99653207640408	6.30126030650116	5.12310632477824
CDS1	5.06786303178754	5.95258548023071	5.61599296847187	4.74581490335093	4.7632839260837
TCEAL3	8.00823961199875	7.64860603275964	9.07063614444244	8.38111214628349	7.28982070425067
CFAP251	3.28879489600818	2.69951576468438	2.7580591644588	3.90076657325438	2.47036911115645
CEBPD	5.92537220859302	4.5792567904007	7.25339124184115	2.58648931870666	5.10159890046247
DHRS3	3.26326494913581	4.63346475550054	5.25240684530044	2.5008635230122	3.78812243426368
HLA-DMA	4.8507255540016	4.70185675535549	4.96643659397126	5.2609718319816	5.65927517016821
TRIP6	7.76552717157892	2.68389343634312	7.81974667935365	7.26571697906297	4.04564261507002
HLA-DMB	3.91472601692956	3.7675350240247	4.27517240450388	5.071467853555	4.57035083187119
HLA-DPA1	5.72786988825378	5.26377092525156	6.16028471370386	7.45333231711481	7.72699840699983
HLA-DPB1	4.45987270584266	3.75945798513061	4.64125018699022	5.45483826940745	5.41436264409998
CFL2	4.889627277501	5.94804960141585	6.19133203034967	6.89365598537783	5.66668005873389
APOBEC3G	3.77986376607183	3.35760562853075	5.42052560818966	5.26105525558532	6.60605942526684
MGLL	4.42997635659498	4.98106316506248	4.57112942259989	8.60765704329272	5.03426078868543
ARHGAP30	3.45628963199762	3.54715227866386	3.33170126447905	5.0878524745109	3.98614003917623
SSBP2	7.31505047559964	6.7103340850228	6.19989855766365	6.59659418089694	7.28171486016196
ATP8B1	6.19883800996684	6.34452702160115	4.72350505288758	4.82036108425396	4.93939483646491
CD83	4.39422309034341	4.60246776364859	5.83201860061805	5.75228206452707	6.28998097938096
CHI3L2	2.17318741169711	3.8155985149394	4.98076972811595	1.34218558529074	1.65298172460232
KLF4	5.50109229385134	3.51724696290876	4.84192688798213	4.30214794867257	5.04327553342631
VPREB3	2.59033145255292	2.32863816451098	3.16835859492988	2.33493366566481	4.48210334045867
NIBAN3	2.81568598347996	2.73564626544713	2.89219876488758	2.77489496971518	3.51089429207642
TUBB2A	8.32252492156029	7.6092928335451	7.27618124423341	8.39367538923923	7.69862173148255
KRT80	2.78316831451538	2.0822369654049	3.96786134493308	5.08857854298205	2.03082796406774
GCSAM	3.45148986467512	2.18344697618028	4.72750690136582	3.78529869202878	6.005319867542
OVOL2	4.95342426717785	4.69303116132719	4.62078145957739	3.18476964035346	3.70419849664878
RAB38	7.33340326018784	4.98648968154142	4.80394379614018	5.81298574510592	2.34913368851491
SERPINB6	7.42010330856115	5.68433827195768	7.85229771886805	7.7216267319642	7.21004980130755
SERPINE2	4.40986107971981	3.18987614806984	4.13318767147197	6.09042177512121	6.06890407234322
OAF	5.63748605060258	4.55473162623266	5.70442596540594	6.19809195640136	6.78109812421333
PIK3CG	3.52875221744174	3.23704386031372	3.59403956971797	4.23844259039356	3.22830803856714
AHNAK	7.00795533503238	5.97303420923302	6.07900581884917	7.11377275679293	6.17838300799749
RIN2	5.67660527914878	5.95930065369799	4.52796373489912	7.24956362858249	5.02239764437903
LPXN	5.65324656125545	5.07795257477825	6.13084691305868	7.53119585583926	7.39807184975169
PVRIG	4.42926107076058	1.97412209324034	4.08203664210626	3.28846403730654	5.50031463469305
ARHGAP29	4.4908554651511	4.6539212142088	5.4817582653142	5.02059678902611	5.27444151058664
PKP2	3.00491833641796	4.05054085083757	2.84359673395665	3.99317755461452	2.46964798920926
DNAJC12	7.27878819863018	7.1507320401932	7.10623469760485	4.42776204520469	7.25416516906047
OCIAD2	7.6035936410475	10.1243579755895	8.60058009458549	9.42473817674857	7.04389188448359
SLAIN1	3.27596895338024	5.51930919907522	3.89285711835551	4.54492679357888	4.81085782123326
BAMBI	7.75451888539406	9.16358327013648	3.11603882905411	6.44536168870439	7.59192938879448
PIMREG	4.39789292156897	7.91180919598466	5.68978424378181	8.08342780164299	4.97575561281504
PLAT	5.65139423191125	4.02053285374056	5.20647392580323	6.79592192608804	5.97298612540842
PLAU	5.38559954924872	3.99804706107799	5.13783834101033	10.0087938416021	5.34766404776326
HES1	7.22923543455431	4.90929443349412	5.87628470415488	5.70139072743866	7.5993334479192
UPP1	4.53763546164416	3.75451480489425	4.16804014614729	5.10453022864422	5.43930362224385
PLAUR	5.02889000429384	5.09029695658162	5.21015853518348	7.80422787788351	5.38599135979087
PLCG2	4.46146046709839	4.58716704019319	4.68079028026997	4.40555973909539	5.02374605724061
TNFAIP8	4.03155925224148	3.7652403555411	4.15710612213179	6.25002364251919	5.24069782904663
CHST2	3.25113504479972	2.6562449893594	2.97203590805156	4.10882024436944	2.88344308578574
NEURL1B	4.89685573590832	5.54686299589056	5.93563782777224	6.1019408545293	5.65778283114059
BACE2	4.71266054668227	4.62508431504907	3.09265911787896	6.05606834013141	5.87285229532999
RBM47	5.58802335678664	5.97850982272692	5.2474013148937	4.6409074368108	4.90032662071172
HSPA1A	7.90841123580153	8.48900423098134	7.40270655714052	9.46013412187835	7.64285439908369
PLOD2	4.50808396450481	8.16477931226541	4.56300267292739	8.36579949606761	5.81512703887294
HSPA1B	8.17297860619567	8.44118866831434	7.48543503752949	8.71978782702954	7.77398544583521
HSPA2	6.61426691325219	6.45087005633778	4.80739309933809	5.80735922345129	5.53699826258542
AIM2	2.3822431477562	2.68991026033142	2.54944510188875	3.45630471731386	3.58788814883205
ITM2A	4.21488981128828	2.42755486141846	4.67654835723309	3.82867567711972	4.96485844140038
PLOD1	6.10279629204788	5.2525894273827	5.60850602946906	6.52275984318837	4.96951936200624
PLS3	6.23440208610715	5.02088152625549	6.07333878428928	10.2388500568143	7.5124790294446
PLSCR1	6.29712997318817	7.24757505618685	6.65142482154621	6.98672613169847	7.32385342285593
VAV1	3.90701926622989	3.13802752785544	5.70591530141976	4.86750606804464	4.71723421987042
CNN3	8.24868533395218	6.6044267636535	9.11637394160075	10.7636132068665	8.0797947259754
PRXL2C	5.30897956326197	4.55811754709095	5.49584030354302	7.017337971392	6.43629249601239
DSE	3.69243801409029	4.08533748045863	3.07791971737892	5.99940604352004	3.59171256832918
TEX19	3.4070267212035	3.59440880922532	3.39186233476265	3.43166988869722	3.24326512494467
APBB1IP	4.83762412597669	3.78433384230672	4.54770766809794	5.18277306035527	6.23706395679334
COL1A1	5.4620933782564	3.73819376696224	4.2888449200203	6.4491186389768	5.14430251946833
COL1A2	6.26789675262641	3.86738499445391	4.96732712059771	9.15684767126757	6.87731972499654
VEGFC	4.93719779639653	3.36542128688603	5.66278823804487	6.83896480567977	6.15543971061686
COL3A1	6.00535091105893	3.45971837275584	4.66467375174646	8.54328554507905	5.57700219269967
COL4A1	5.92660997949133	4.68199444585162	4.79046286879881	8.01347452723881	4.43046078769328
PMP22	7.17720232060858	6.53840481376992	6.34692513277049	7.34685231997404	6.5149434005213
COL4A2	6.62945268844201	4.67834586218307	4.80364573233879	7.8399012797609	4.36459606064121
COL4A5	7.2510618768784	3.92378534196893	6.43454938357235	4.81910755949059	5.91438445198952
VIM	9.79550680495402	8.33925703978684	10.0620491411719	12.7816990379938	11.5216974688437
FKBP10	6.68842874761765	6.02853239497357	7.5392778932652	7.98303600020831	5.53488365495278
COL5A1	6.0843319430244	3.7366017434042	4.51156161402882	8.39628948342007	5.47474216161381
FNDC3B	6.70167059070009	5.84594881135305	5.67657714081373	8.65320552652092	6.4048276819119
COL5A2	5.53479220681567	3.82343422787925	4.61101887545581	8.07430686404727	5.76970836119891
COL7A1	7.10457795393325	3.29986742411202	4.62049915031566	7.4806066694727	3.95627700351699
COL8A1	5.78857793835852	4.71528028409999	3.83135971513844	8.94496343044139	4.67556042870972
VRK1	7.417903994683	8.82550868195258	7.80373076650951	8.24016415586939	7.58430743381099
COL11A1	5.01133676562711	4.41901116405193	3.63433946425718	8.61751315983225	4.45993873732119
VSNL1	3.62930190860026	2.84284459918499	2.97213517862519	4.4326405559721	3.49213332042775
COL17A1	5.0931430908243	2.68831688175353	4.28819187367984	3.69981283103525	4.19063036185728
WIPF1	4.04981529520956	3.15602603995672	4.21142862930469	6.59375801378485	5.854461326828
S100A16	6.14576903740109	5.15712275441217	8.15311797732896	9.03946865439998	5.77367758413331
RHOD	4.79323984534109	3.97364575795352	5.76249571242368	5.02523526810815	4.70499795530527
LAT2	4.28091424599832	3.34881301295078	6.02981462688936	5.21599742931383	4.14569061979163
TNC	4.90361212451497	3.96229622375559	3.88458133047469	7.47172471244608	3.643857421472
LITAF	8.92859323972229	8.01072422011486	7.60047179738574	8.66631767331293	6.77381499593412
GDF15	8.27045666938818	7.82432471289001	11.2217550647214	6.0861927196968	7.75230038790668
ICA1	7.29150400151284	5.75536165413649	6.75333139308454	5.17375455933811	6.67388514737352
ICAM2	4.82113291166221	3.7096963775095	5.43599276224874	4.4438258700837	6.18206823079642
EFEMP2	5.65740458310888	4.83457829729738	5.19961036969425	7.61717986390336	6.22592507161494
BAG3	8.91799059785423	6.51733691021037	8.23012011734385	7.86108286951429	6.8775903827234
GMFG	4.81107566191974	3.95730968134916	5.48268951759511	6.1880474500379	7.67098892087609
IRF8	4.00869733499896	3.77343660880775	3.36140029938771	4.49262578856712	4.30214821644452
ID1	6.95596521633548	5.34923272898726	6.51832457990674	6.46740709637064	7.26102056420536
ID2	5.75043891987877	4.48421731955967	7.48096346319965	7.26145669010119	7.69503146824215
POU2AF1	3.14161889335031	4.17816804423155	3.25298050371429	3.97454455563512	5.16496633874218
NPDC1	8.23358242474834	6.7912694701766	6.99793202612001	6.29308958942332	7.43977934157926
WWTR1	5.35256374504143	4.45785225378986	4.63050180143529	6.65546040780445	3.76144809181409
CLDN4	5.80323375856903	6.08735278790604	6.38192059176806	5.53132013024775	4.97686433634007
CLDN7	6.10449284762863	5.60516158406447	4.5003299634711	5.29336647555959	3.3796524575124
NIBAN2	7.66727100939628	6.51536943837038	4.87625315437643	7.9908514665533	5.22175092556964
PPARG	3.48058776735841	3.23947577246639	5.20218341661309	4.0304351110409	5.4638101678229
GTF2IRD1	6.8652955116558	7.44209097012905	6.53210639033806	7.8559798935768	6.69840053340115
CDCP1	5.00368451918892	3.79462590809479	4.32756941360007	4.76767333075592	3.81560103404233
IFI16	5.99345108641419	5.75185570949123	7.6622498720718	9.43851484959923	8.77373764661101
IFI27	7.95495648174622	9.38817232265528	5.47794087104281	7.11577413776516	5.8558874487597
YES1	5.23702030526172	6.46222000710401	5.81180085674539	6.87660357822465	5.07823884090915
SP110	5.7314883404251	5.86421653345084	6.17440987685876	5.58271386625369	5.8885657968454
PPIC	6.28320482169708	4.31529105848594	6.37015942966665	8.37011463251589	6.40244764602678
CRABP2	5.6596294673922	5.76496077564944	4.36838741842493	5.22334576620099	3.60528246111268
IFIT1	6.95899084238699	7.3232598933361	7.27655167793263	4.55019764758726	4.96969146576207
ADGRA2	5.43768076614739	3.42955156555743	4.64744674863147	6.62699684085755	4.86923803215677
CRAT	8.73964126114369	6.61644451569634	8.31336740704076	7.46655794839821	7.61441700345695
FAM83H	5.69940065262458	6.13606426683335	5.24497936421696	4.05746028859609	4.83359168809797
MISP	4.83088817390941	4.18168494588869	4.90799769735381	5.22153461846392	4.53362883751598
ZNF22	6.27297092262726	6.63481545201584	7.54842599743013	7.88061764008903	7.7596690060282
CELSR1	6.46184841749323	5.38585290060655	5.36319640249563	4.09316317309234	4.04942400804125
SPATS2L	6.61757433200369	4.3591293313908	5.63206595100845	8.25941440575499	7.46980276521277
RASAL3	4.31269168677358	2.84040324289292	4.44374956474591	4.08172742887648	6.04107304010998
IGFBP6	5.90349545231439	3.6029246510821	4.74108841809758	5.81454079292983	6.11218516447343
CCN1	4.41271936511661	4.93488493870299	9.16761776274743	9.57109631351103	7.53877652287875
ARHGEF10	6.47042439552012	3.60379450956219	7.22212219035386	7.45255816274993	7.0015142338685
RHPN2	5.24310192914968	6.23537668109763	5.05199704755127	5.45139845145377	4.25184317542184
SRGN	4.72804253538605	5.68718387566008	6.17124386017258	6.99505716923739	7.4570120727604
FAM210B	7.59767759297702	8.49405093204878	8.44408640173788	11.9007771658274	7.04849860219712
DEF6	5.20645153763326	3.89615530045745	4.51943585309705	3.63348810770867	5.39331690916757
CST3	8.04399906695201	8.06898689607179	8.06215430754296	7.69451808643627	8.05193043971512
RAB11FIP5	5.62882603072076	4.82507023205977	5.468869337266	6.2353728917486	3.96079562641713
PRKCB	2.96842733581345	3.01438746640569	3.23080406861234	3.32913956832511	4.41747339086412
CTBP2	7.69875388860577	7.04403267405691	5.5914670243858	6.9339171209456	6.78101650764157
RAI14	4.03781739109088	3.97946853454515	3.53063187768129	7.25441882491343	4.09710539240956
CCN2	5.26546565704721	4.56913735913498	5.43670957751902	8.90057048628407	5.75373493274929
LY6K	2.41907911183343	5.50160040507519	3.95024771781719	4.30384573577157	2.06593950278538
IGLL1	3.29740064677864	3.29740064677864	3.5060723114503	3.29740064677864	3.62123091618796
CTNNA1	8.97018046588925	9.09794264667147	9.10840440431307	10.0622093900495	8.50381947026473
SLFN11	4.08929150831514	3.05540943298736	5.72105896419832	6.08936953962928	5.41185558854648
PRKCZ	5.58299258099829	3.97766005384868	5.38965654989165	3.67526085037412	5.38855945241703
IL1B	3.75940853439099	3.87092516118457	6.01784354127001	4.38384842842149	2.98345118978261
CTSB	7.84660219082162	8.23379501360834	7.3865021019132	11.2531215370193	6.93224078291194
NEXN	3.67716926562583	2.78115041609431	3.5773746842967	6.82707686033994	3.9987097296149
CTSH	7.28084933092097	6.33117982570365	7.05912703500096	6.87047804147864	6.04458673958559
CTSL	6.05941266524081	6.4690270560056	4.75231834976836	9.16042781211181	6.36587899604996
CTSV	3.00904458482957	5.70761679687672	4.94319751896538	4.41688450788275	3.34369479966341
CTSS	4.59176031326228	4.20757367077617	4.18283160619941	6.16165003295788	4.1869929666257
CTSZ	6.78181104311439	6.66973382771026	5.81259213859261	9.72174593419484	6.43638935639902
PRNP	6.20337283902157	7.84973016307937	6.39016985403747	8.31953070185294	6.80565955162068
CYB5A	9.62404980649416	8.76321341046096	8.38059419050036	7.37404862573466	8.91560807047307
CYBA	7.23463648147004	5.93303652910221	8.33377018739712	9.87767247727067	7.01366064061251
PRRG1	3.42310340051478	4.87209104393567	3.38038267349401	5.10572768190245	4.35285600172494
SRXN1	6.95704768119269	8.58231959410053	6.96177762047569	6.92270741049874	5.87483852886388
LGMN	6.81403435414591	6.82507029808199	5.11849934620033	8.89234619487992	5.50856719077456
IL13RA1	5.30700382331614	5.95534611867311	5.47783213602213	6.3343462655712	4.94693886632525
TLCD1	5.36523723356469	6.36050100077221	7.69636971623015	5.20652351565758	6.34992193181053
ARHGAP32	7.04162041035107	6.14645833620076	6.38284329329233	6.32991475963336	6.05828226239322
ACAP1	2.78680592314715	2.58067345411481	3.37760726492829	3.41406923446433	5.82330951391286
LYPD6B	5.17887223175559	5.61113504199283	5.82386928250449	4.11385120658507	1.73232769807073
HTRA1	6.48528262601559	4.82752537627318	6.31560923878427	10.0784866680171	7.48801048267943
RIPOR2	2.4397478396348	2.71375738942247	2.56352722768631	3.61416747930473	3.9737116504258
TES	6.46961747654283	5.26490873270017	7.02449074106071	9.11541763084543	6.64684150552954
EPPK1	3.55922215593074	4.65943315149794	4.41726302783067	4.4402654832538	2.77699836181197
INHBA	5.36884085935506	4.47139493950655	3.5410630278623	8.57723662267855	5.10700626429155
INHBB	3.52766393239974	3.22581078353309	4.15181193014652	4.18216128410445	3.96495520866109
RASSF2	3.60463051860442	3.03194711367974	3.50768780720443	5.83295127006932	4.32804373628004
INPP1	5.81719315500472	4.63444210094071	7.2340061370745	7.22444188841636	6.58799649141768
GIMAP2	5.86942615375807	3.63898228132826	5.10458529454589	5.13012557139343	5.74077237272629
CYP24A1	2.90960265149515	2.83616109233076	3.05546813732461	2.87315488463584	2.91644572201868
RIMS3	3.83293781381223	3.61413690624002	3.78854825614694	5.42854747121323	4.03990756602439
EML6	4.65088410893425	3.41183494396564	3.98682750808066	3.77953454119755	4.10306167646784
SYTL2	6.3038037516891	5.83540487162622	6.28278743624939	7.39740307717063	6.14181324263325
TCIM	3.25426090979397	3.37097276093871	6.50834737227054	3.80578374989483	3.67613740494894
PSMB8	6.62524529218989	7.26074516399767	8.09035903620529	7.69729168339638	8.12487351713455
PSMB9	4.99083876953578	5.21522737357769	7.04786942506442	6.46090126507207	7.29007108629378
CD55	7.01451402951385	7.38321226050567	6.78457372106494	10.6998585152563	7.20043735211558
ITGA6	4.76053367131003	3.38324581998417	4.06507843831626	5.9535670714998	5.68530101014569
SLCO1B3	3.02824447997245	3.04790334877315	3.02824447997245	3.02824447997245	3.02824447997245
THAP10	5.06632381701081	4.90773918400208	5.77535745217283	5.34008814069112	4.55797119148984
PTPN22	2.76767162479669	2.46915339011372	2.68824618741021	4.25153174009269	4.88736295810249
IRF6	4.56859897761782	3.52137986515685	3.22626320726075	3.61744352405764	3.06706877684393
ARMH1	4.23301353092545	2.11658463870429	3.83427745319756	2.75166938009237	3.46744353896891
SERINC2	6.05442047782484	6.08557519433897	5.89526024359006	4.99415257492676	3.96954580554884
ITGA2	6.30074257631686	4.36672138863747	6.1031185632934	6.44646703859268	3.91154686443402
ITGA4	3.82524290230584	3.03627746341865	3.27670307424534	4.88788391304772	4.81212331580574
DCK	6.33554883167524	8.59163526858943	6.36907500755101	7.12059786784758	6.72621633637058
ITGAL	3.95943215222819	3.56752525498695	4.74158685218575	3.67267537966312	4.71937203241023
SOWAHC	4.01824933346792	4.96205097935495	5.08450102145327	5.09395681496668	4.41079756606738
ITGB1	8.0584520108357	6.99038644823377	6.74430666980548	10.4482410831087	7.28561405967091
PMEPA1	6.91798542352184	4.48248479389688	5.45704763405184	9.21097181195473	5.97760454937354
PTGFRN	6.02050943633383	4.27844572636826	4.75311131459524	7.40635910981399	4.71039847973233
ITGB2	4.14039881961022	4.45069915399947	3.41263201418846	6.03391636515693	4.3390339081901
JAKMIP2	3.46537300723803	3.53779247291768	3.08362469196691	6.33041555280973	3.62871214733516
ITGB5	7.78446541028788	5.63764919497511	7.86783011830361	10.1646541491408	6.6280500934675
AKR1C1	4.24136026263647	2.41952338584077	4.64980128421099	3.20806504176234	3.99961920942776
AKR1C2	5.97776820352953	1.69010902236883	4.20950051807833	3.58132868971438	3.16190103484605
GALNT18	6.13091980848788	4.92483452680348	5.43685302966322	4.84934095059865	4.61489269841902
BMAL2	4.51530814510831	3.78245940086281	3.82374871388918	6.48045904701256	4.23736425305616
LAPTM5	5.42399805965982	5.50504452701473	5.19273185298106	7.00593399382501	6.03262672178709
PPP1R26	7.41782384436102	5.73458239985377	5.20853342590993	5.97816069439882	5.45781389260422
TBC1D10C	3.28457142832087	2.69059229889683	3.30157705994489	3.11667691097597	5.6423786525028
JUN	6.82952511575309	5.34358434288669	8.72893685392475	7.47294272355132	7.87710771990146
FAM20C	4.89714742450182	4.29318774185267	3.83025593039821	5.83681564282875	4.57858183190832
JUP	7.5568275701119	6.98210415645954	7.19002335711643	7.0511135455449	4.37193437513018
RHBDL2	3.711244935612	2.7524494763106	3.22421147938521	2.98052520241688	1.82957255432691
DUSP23	6.50424262508258	7.47387469039373	7.26051693264291	4.93090904868139	6.03866122243444
GSDME	4.90433508696928	4.18492583112635	3.89599548428972	7.0178679127887	4.81251938467264
PTPRC	3.10912418906287	3.68515227010136	3.0715763335687	5.39464035273645	6.04249925923018
PXDN	7.32399674755013	5.10633198652178	5.64407795874618	10.5911567281323	5.62045169315599
PTPRF	7.20462672155971	6.87775726737416	5.82188255182703	6.19478288648558	4.79288848210562
KIF15	5.14498788275882	7.21762308984964	6.47273627903364	5.35315879525988	6.39270954986729
PTPRK	5.67062262695533	4.90461156098517	4.99947052297423	7.08687214831303	3.67257197243913
SACS	6.76412121946442	6.54652916567053	7.14226718491615	8.81873489831263	8.26966308752703
CXCR4	6.2407776084819	5.74748940393611	6.74248902148129	6.37081344760083	9.42200208578996
HEBP1	7.74687099163889	9.14260467377652	8.0151164047436	6.92733432954653	6.79267945861176
SCG2	3.56572520531042	3.92059933366457	5.53620013200224	5.77629436631792	4.67884483533914
NECTIN2	7.81898041350935	7.58145303837218	7.20185840872684	6.27328903115602	5.90615318334203
KCNJ15	4.27116591522643	2.36203894798914	2.6771629259385	3.64666393305831	3.0720591434868
NQO1	8.70676914942353	10.1197323017295	7.48612422513564	9.10937434967008	8.13279554490644
PYGL	7.82445770386999	8.80346470970428	7.94893035595217	6.85469071535395	9.1312908837002
