symbol	TCGA.D7.A748	TCGA.VQ.A8DU	TCGA.VQ.A8DZ	TCGA.VQ.AA6F	TCGA.VQ.AA6G
CLIP4	5.36232153447884	5.0995348359099	5.08163062540078	5.84870854349344	4.09775320401359
PLEK2	4.40056060888557	4.41578953295536	6.41860611531617	5.3352115481953	5.45079157546457
MYOF	8.20968731533709	5.40530968958357	6.0515875865369	10.5314594517991	11.191666075972
NTN4	5.74279438265921	3.56370336994685	5.09782669607351	6.65463481832321	5.67720253568358
EFNA1	4.18121431300058	5.97350753574113	7.31924890753973	3.88919694003184	6.42590595346998
RAB34	7.01152368369351	8.59599454798806	9.31696041531541	9.34687113101237	7.08962816067623
LMNA	5.85340122537808	6.52040814425717	8.28816576485074	6.93694309978074	9.28032054211053
MICALL2	4.58069726151007	5.1538195535307	7.45438806180602	6.29335614082174	8.65580576563616
FRMD6	6.12999291320354	5.05323979824824	3.78368072927597	4.75824997532739	3.94520307073664
LMO2	4.48132245038846	3.58385296154687	4.77939282501239	5.25020520058169	3.58135162655652
EGR1	6.42056492303857	5.38825218161329	5.15357693987757	7.72549739420223	7.7272392199362
AASS	3.7498358412469	4.3961047422227	3.5416181879725	3.93125561444575	5.0949188302698
LOX	6.70533232615805	5.60539637762665	4.31875973341626	2.72333611791898	2.80196675284708
FARP1	4.97796339637077	5.2236724686026	6.91675311434514	5.44235194371524	6.48124609327491
EPHA2	4.34087426638005	2.84838658770366	6.05427739064415	6.20009567750408	7.81779657092522
LOXL1	8.26443256330702	6.25834157653415	4.06653216203273	5.78747565969308	3.46403529339849
KRTCAP3	3.39180088678778	3.44359279951747	5.64107330639309	3.80698681510022	4.32943171430984
PNMA8A	4.65786592377311	7.41473870289261	2.89348120660047	3.1691329349085	2.69490148999314
IRAG2	4.26405519955677	2.36402141257585	2.74912338104759	5.96381764423064	2.4583951169228
SERPINB1	8.23509793954649	4.89702022618989	7.64332920077739	8.28758691632559	9.28062473655399
PLEKHA1	5.66581240281946	7.82474979294301	5.85954695730495	7.58507814817316	8.4055075728266
ELF1	5.2995977254673	5.94137843162917	6.78987345321311	6.20150144620696	7.07312318892345
ELF3	3.95251257536812	5.08534545304882	5.2940478554523	5.17866487875346	7.29724867987481
LTBR	5.64061884626139	4.99294856056241	6.10279077771015	6.30109259561485	7.02814532611317
EMP1	5.75148455138877	3.76704149997229	4.88166280335437	4.83699613736633	7.48756922954244
LUM	7.52607490298164	4.45361205628834	3.77273141903796	2.54783336496135	2.61757880776458
EMP2	4.40913837997109	3.0735199492908	3.36202020969769	3.90023309381651	5.78178899536787
HYI	5.11185714875884	6.27578345131041	4.3862244934485	4.49163702202988	4.386896806168
LY75	4.12602202250875	4.72771516187315	5.03338152115646	4.4719363392732	7.28819411275363
LYL1	5.70673298176692	3.69769125723536	4.77762160879085	4.98277528100939	2.78864708233983
CTTN	4.71245111803486	6.45733002096275	7.51708608775899	6.86583389088842	8.03084851630333
LYN	7.35801413699383	4.92099943007514	5.69478855028247	6.2700115210076	8.40093245470971
TACSTD2	7.92485096422318	5.1930493005816	6.53092733315784	5.55939685752727	8.45424782895626
TM4SF1	8.97781032379794	6.5716952937075	7.602948155377	11.1068844195023	10.3164767407263
EPCAM	4.74521636587629	4.74524874527005	7.63035898018964	6.70142784423531	9.46335416503128
PLEKHO1	6.3738084589334	5.16980139289506	4.92815467278849	5.56526098375745	4.53494837055392
LEF1	5.4127218501162	5.29928057088484	2.73864892430175	3.6830165158892	3.4881315483208
CTDSPL	4.66659324158507	6.82847693283314	5.58779735893316	6.20466308632757	6.15820914189475
MARCKS	8.38171222429821	7.113683558899	7.29106555147151	6.61661436676276	8.17393652785076
PHLDB2	5.2974401528668	4.91938424282276	4.36025178115455	5.45982980885424	5.3805728874548
